number_box,number_zakaza,ves_box
148318,990,2.34
148319,990,4.18
148320,990,5.67
148321,990,2.5
148322,990,12.78
148323,990,1.73
148324,990,5.5
148325,990,5.85
148326,990,2.14
148327,990,2.84
148328,990,12.58
148329,990,18.7
148330,990,5.43
148331,990,2.14
148332,990,4.44
148333,990,5.91
148334,990,5.59
148335,990,3.68
148336,990,18.6
148337,990,10.25
148338,990,4.32
148339,990,4.35
148340,990,3.07
148341,990,10.12
148342,990,4.83
148343,990,4.11
148344,990,3.18
148345,990,11.35
148346,990,15.35
148347,990,3.26
148348,990,15.27
148349,990,5.32
148350,990,3.52
148351,990,3.48
148352,990,3.63
148353,990,4.62
148354,990,6.6
148355,990,3.28
148356,990,2.8
148357,990,1.47
148358,990,16.81
148359,990,5.55
148360,990,13.75
148361,990,15.76
148362,990,9.4
148363,990,13.46
148364,990,3.64
148365,990,4.8
148366,990,5.58
148367,990,2.22
148368,990,0.75
148369,990,4.58
148370,990,5.04
148371,990,1.98
148372,990,17.32
148373,990,19.78
148374,990,4.34
148375,990,6.93
148376,990,3.88
148377,990,2.75
148378,990,9.56
148379,990,5.61
148380,990,6.15
148381,990,5.75
148382,990,6.02
148383,990,7.64
148384,990,21.51
148385,990,23.3
148386,990,6.57
148387,990,4.13
148388,990,3.18
148389,990,23.15
148390,990,1.95
148391,990,2.73
148392,990,5.56
148393,990,5.57
148394,990,3.94
148395,990,3.45
148396,990,4.38
148397,990,2.61
148398,990,5.14
148399,990,0.89
148400,990,2.93
148401,990,2.2
148402,990,6.43
148403,990,4.16
148404,991,2.5
148405,991,5.72
148406,991,11.73
148407,991,4.08
148408,991,4.3
148409,991,3.07
148410,991,2.22
148411,991,11.19
148412,991,3.42
148413,991,5.1
148414,991,4.16
148415,991,5.66
148416,991,13.08
148417,991,4.74
148418,991,3.23
148419,991,3.76
148420,991,4.77
148421,991,11.84
148422,991,6.93
148423,991,6.75
148424,991,3.8
148425,991,2.93
148426,991,6.12
148427,991,5.51
148428,991,3.48
148429,991,1.73
148430,991,4.83
148431,991,3.08
148432,991,6.8
148433,991,22.43
148434,991,10.25
148435,991,5.91
148436,991,3.94
148437,991,12.44
148438,991,3.88
148439,991,4.26
148440,991,12.75
148441,991,7.34
148442,991,14.43
148443,991,12.26
148444,991,15.76
148445,991,17.55
148446,991,5.04
148447,991,4.46
148448,991,3.27
148449,991,5.75
148450,991,15.27
148451,991,12.63
148452,991,5.47
148453,991,4.81
148454,991,4.34
148455,991,2.34
148456,991,6.63
148457,991,3.64
148458,991,5.32
148459,991,4.41
148460,991,0.89
148461,991,12.59
148462,991,3.64
148463,991,1.95
148464,991,4.04
148465,991,3.14
148466,991,3.76
148467,991,4.81
148468,991,5.5
148469,991,14.86
148470,991,7.11
148471,991,4.39
148472,991,3.6
148473,991,2.91
148474,991,5.88
148475,991,21.1
148476,991,2.14
148477,991,9.4
148478,991,16.12
148479,991,7.64
148480,991,5.67
148481,991,5.33
148482,991,5.32
148483,991,4.92
148484,991,5.55
148485,991,1.47
148486,991,21.51
148487,991,6.63
148488,991,22.82
148489,991,18.69
148490,991,8.4
148491,991,4.84
148492,991,4.91
148493,991,3.63
148494,991,9.56
148495,991,4.7
148496,991,6.26
148497,991,4.03
148498,991,1.98
148499,991,15.35
148500,991,4.77
148501,991,5.57
148502,991,19.45
148503,991,18.7
148504,991,2.61
148505,991,10.6
148506,991,3.18
148507,991,18.86
148508,991,4.35
148509,991,1.81
148510,991,3.07
148511,991,11.2
148512,991,0.41
148513,991,19.87
148514,991,3.21
148515,991,2.7
148516,991,6.23
148517,991,2.2
148518,991,11.11
148519,991,1.18
148520,991,5.59
148521,991,2.84
148522,991,1
148523,991,3.88
148524,991,15.58
148525,991,6.34
148526,991,1.76
148527,991,1.89
148528,991,4.9
148529,991,16.26
148530,991,15.28
148531,991,20.58
148532,991,4.38
148533,991,2.14
148534,991,5.26
148535,991,6.15
148536,991,19.3
148537,991,3.28
148538,991,16.81
148539,991,13.4
148540,991,23.3
148541,991,4.44
148542,991,5.32
148543,991,6.02
148544,991,5.58
148545,991,3.56
148546,992,21.1
148547,992,14.35
148548,992,4.41
148549,992,4.13
148550,992,1.22
148551,992,4.31
148552,992,16.81
148553,992,3.6
148554,992,6.63
148555,992,4.05
148556,992,4.83
148557,992,2.14
148558,992,3.56
148559,992,6.12
148560,992,3.8
148561,992,3.18
148562,992,7.11
148563,992,1.95
148564,992,6.15
148565,992,11.74
148566,992,5.17
148567,992,23.15
148568,992,19.87
148569,992,4.03
148570,992,6.53
148571,992,4.81
148572,992,2.7
148573,992,4.44
148574,992,4.9
148575,992,5.61
148576,992,5.69
148577,992,2.13
148578,992,13.08
148579,992,3.52
148580,992,5.43
148581,992,4.28
148582,992,4.91
148583,992,15.76
148584,992,3.23
148585,992,5.77
148586,992,8.4
148587,992,3.45
148588,992,21.86
148589,992,2.93
148590,992,5.59
148591,992,4.35
148592,992,10.29
148593,992,12.75
148594,992,2.96
148595,992,4.3
148596,992,1.89
148597,992,2.73
148598,992,5.5
148599,992,11.35
148600,992,4.46
148601,992,3.88
148602,992,5.85
148603,992,3.94
148604,992,16.12
148605,992,7.04
148606,992,20.58
148607,992,1.66
148608,992,12.55
148609,992,15.76
148610,992,19.78
148611,992,4.01
148612,992,1.98
148613,992,5.87
148614,992,11.73
148615,992,2.75
148616,992,2.7
148617,992,5.51
148618,992,6.57
148619,992,1.73
148620,992,13.75
148621,992,2.7
148622,992,3.76
148623,992,2.84
148624,992,12.18
148625,992,12.59
148626,992,18.6
148627,992,3.46
148628,992,4.81
148629,992,9.4
148630,992,15.58
148631,992,19.31
148632,992,14.86
148633,992,4.77
148634,992,6.73
148635,992,3.76
148636,992,21.51
148637,992,18.69
148638,992,4.62
148639,992,11.2
148640,992,2.5
148641,992,2.22
148642,992,18.14
148643,992,15.35
148644,992,2.89
148645,992,3.26
148646,992,5.85
148647,992,9.56
148648,992,4.32
148649,992,3.08
148650,992,16.55
148651,992,3.43
148652,992,12.24
148653,992,4.56
148654,992,4.84
148655,992,4.16
148656,992,13.31
148657,992,18.86
148658,992,5.55
148659,992,2.14
148660,992,0.89
148661,992,5.75
148662,992,18.3
148663,992,3.07
148664,992,3.63
148665,992,5.04
148666,992,3.69
148667,992,4.04
148668,992,4.35
148669,992,2.61
148670,992,4.77
148671,993,2.14
148672,993,2.7
148673,993,4.92
148674,993,15.35
148675,993,4.13
148676,993,1.29
148677,993,3.45
148678,993,0.75
148679,993,19.3
148680,993,14.43
148681,993,6.57
148682,993,2.22
148683,993,4.9
148684,993,4.04
148685,993,17.79
148686,993,6.73
148687,993,2
148688,993,5.32
148689,993,2.14
148690,993,3.42
148691,993,11.2
148692,993,5.55
148693,993,4.82
148694,993,5.17
148695,993,1.98
148696,993,3.07
148697,993,3.43
148698,993,17.55
148699,993,1.47
148700,993,16.55
148701,993,4.34
148702,993,11.74
148703,993,18.6
148704,993,3.36
148705,993,12.63
148706,993,4.35
148707,993,3.64
148708,993,4.16
148709,993,10.51
148710,993,6.63
148711,993,12.59
148712,993,4.83
148713,993,2.61
148714,993,5.5
148715,993,11.11
148716,993,13.75
148717,993,20.58
148718,993,5.73
148719,993,4.74
148720,993,18.7
148721,993,6.23
148722,993,4.56
148723,993,4.01
148724,993,3.67
148725,993,4.81
148726,993,2.89
148727,993,5.43
148728,993,3.6
148729,993,3.41
148730,993,4.05
148731,993,1.76
148732,993,3.48
148733,993,3.64
148734,993,4.04
148735,993,5.91
148736,993,2.7
148737,993,12.75
148738,993,19.16
148739,993,16.81
148740,993,4.77
148741,993,4.9
148742,993,1.66
148743,993,17.32
148744,993,1.95
148745,993,5.77
148746,993,5.66
148747,993,25.71
148748,993,4.46
148749,993,12.78
148750,993,4.08
148751,993,6.58
148752,993,3.97
148753,993,19.31
148754,993,13.08
148755,993,5.1
148756,993,2.11
148757,993,5.61
148758,993,2.73
148759,993,19.78
148760,993,4.85
148761,993,4.38
148762,993,12.55
148763,993,5.47
148764,993,3.06
148765,993,6.63
148766,993,2.14
148767,993,3.45
148768,993,16.12
148769,993,2.75
148770,993,1.22
148771,993,4.26
148772,993,5.56
148773,993,2.62
148774,993,6.34
148775,993,4.16
148776,993,2.84
148777,993,3.22
148778,993,5.26
148779,993,5.14
148780,993,14.86
148781,993,5.88
148782,993,8.4
148783,993,3.28
148784,993,5.1
148785,993,11.73
148786,993,4.77
148787,993,3.99
148788,993,13.4
148789,993,4.11
148790,993,1.73
148791,993,4.83
148792,993,4.44
148793,993,3.7
148794,993,6.15
148795,993,5.59
148796,993,19.07
148797,993,20.29
148798,993,14.63
148799,993,6.26
148800,993,5.69
148801,993,5.75
148802,993,10.53
148803,993,1.18
148804,993,5.87
148805,993,4.58
148806,993,4.3
148807,993,19.53
148808,993,15.02
148809,993,3.07
148810,993,4.39
148811,993,4.33
148812,993,21.51
148813,993,19.45
148814,993,2.34
148815,993,3.69
148816,993,4.8
148817,994,3.64
148818,994,6.34
148819,994,19.07
148820,994,0.88
148821,994,12.78
148822,994,6.15
148823,994,4.44
148824,994,14.86
148825,994,6.63
148826,994,5.26
148827,994,21.1
148828,994,12.44
148829,994,2.85
148830,994,12.52
148831,994,4.82
148832,994,19.08
148833,994,6.57
148834,994,4.9
148835,994,3.99
148836,994,6.12
148837,994,3.18
148838,994,0.89
148839,994,2
148840,994,18.7
148841,994,19.78
148842,994,18.3
148843,994,5.85
148844,994,5.33
148845,994,5.56
148846,994,1.66
148847,994,23.15
148848,994,10.53
148849,994,9.4
148850,994,4.04
148851,994,5.77
148852,994,4.81
148853,994,6.8
148854,994,4.34
148855,994,13.4
148856,994,3.14
148857,994,4.08
148858,994,4.56
148859,994,11.19
148860,994,3.76
148861,994,1.73
148862,994,4.92
148863,994,6.73
148864,994,19.16
148865,994,2.14
148866,994,2.11
148867,994,4.77
148868,994,6.6
148869,994,4.16
148870,994,5.5
148871,994,11.73
148872,994,3.63
148873,994,2.96
148874,994,7.01
148875,994,1.22
148876,994,16.12
148877,994,5.75
148878,994,3.07
148879,994,3.63
148880,994,1.83
148881,994,2.62
148882,994,3.27
148883,994,14.43
148884,994,18.69
148885,994,2.75
148886,994,11.35
148887,994,3.56
148888,994,12.18
148889,994,3.46
148890,994,17.55
148891,994,4.16
148892,994,3.64
148893,994,5.73
148894,994,2.93
148895,994,4.28
148896,994,3.28
148897,994,5.85
148898,994,6.93
148899,994,12.55
148900,994,2.7
148901,994,5.1
148902,994,3.06
148903,994,3.07
148904,994,5.14
148905,994,4.7
148906,994,2.2
148907,994,3.94
148908,994,4.47
148909,994,14.9
148910,994,6.58
148911,994,5.43
148912,994,15.35
148913,994,3.16
148914,994,1.47
148915,994,4.34
148916,994,3.68
148917,994,3.43
148918,994,2.44
148919,994,1
148920,994,4.92
148921,994,5.32
148922,994,11.11
148923,994,14.35
148924,994,5.51
148925,994,3.97
148926,994,3.18
148927,994,5.56
148928,994,21.9
148929,994,3.8
148930,994,20.29
148931,994,2.99
148932,994,20.58
148933,994,12.63
148934,994,5.5
148935,994,13.46
148936,994,19.54
148937,994,2.13
148938,994,4.74
148939,994,25.71
148940,994,2.84
148941,994,2.22
148942,994,10.12
148943,994,2.8
148944,994,5.32
148945,994,22.82
148946,994,5.59
148947,994,6.43
148948,994,1.29
148949,994,4.33
148950,994,19.53
148951,994,10.6
148952,994,4.04
148953,994,1.18
148954,994,7.64
148955,994,18.86
148956,994,3.48
148957,994,4.35
148958,994,2.7
148959,994,11.84
148960,994,6.23
148961,994,2.91
148962,994,15.02
148963,994,15.76
148964,994,4.62
148965,994,6.63
148966,994,3.88
148967,994,16.26
148968,994,3.26
148969,994,3.45
148970,994,3.21
148971,994,7.04
148972,994,5.88
148973,994,4.38
148974,994,4.91
148975,994,2.14
148976,994,5.66
148977,994,15.28
148978,995,4.46
148979,995,3.94
148980,995,18.7
148981,995,3.18
148982,995,5.56
148983,995,16.55
148984,995,4.31
148985,995,3.69
148986,995,19.08
148987,995,19.3
148988,995,5.85
148989,995,2.91
148990,995,3.7
148991,995,2.55
148992,995,5.51
148993,995,6.53
148994,995,20.29
148995,995,2.13
148996,995,5.1
148997,995,1.73
148998,995,4.77
148999,995,19.78
149000,995,6.58
149001,995,1
149002,995,2.73
149003,995,3.52
149004,995,12.52
149005,995,3.27
149006,995,14.35
149007,995,5.1
149008,995,2.5
149009,995,5.73
149010,995,21.86
149011,995,14.63
149012,995,5.06
149013,995,19.16
149014,995,2.34
149015,995,14.86
149016,995,4.11
149017,995,4.58
149018,995,7.04
149019,995,4.9
149020,995,5.04
149021,995,17.55
149022,995,2
149023,995,4.38
149024,995,7.01
149025,995,3.97
149026,995,3.45
149027,995,11.19
149028,995,3.63
149029,995,4.56
149030,995,20.06
149031,995,15.05
149032,995,3.07
149033,995,13.46
149034,995,6.73
149035,995,18.69
149036,995,3.08
149037,995,6.6
149038,995,4.81
149039,995,4.03
149040,995,2.14
149041,995,4.34
149042,995,10.12
149043,995,4.39
149044,995,3.56
149045,995,4.83
149046,995,5.58
149047,995,16.56
149048,995,3.76
149049,995,5.59
149050,995,5.55
149051,995,5.66
149052,995,6.57
149053,995,19.31
149054,995,4.41
149055,995,2.85
149056,995,10.25
149057,995,6.26
149058,995,12.26
149059,995,15.35
149060,995,4.74
149061,995,12.18
149062,995,3.07
149063,995,6.15
149064,995,3.8
149065,995,10.53
149066,995,18.88
149067,995,4.18
149068,995,2.93
149069,995,10.29
149070,995,3.46
149071,995,4.82
149072,995,3.18
149073,995,1.76
149074,995,2.89
149075,995,4.01
149076,995,12.58
149077,995,1.98
149078,995,3.42
149079,995,17.79
149080,995,3.6
149081,995,5.47
149082,995,12.55
149083,995,4.44
149084,995,9.4
149085,995,1.73
149086,995,7.11
149087,995,8.4
149088,995,5.72
149089,995,13.75
149090,995,6.12
149091,995,3.26
149092,995,3.64
149093,995,2.11
149094,995,18.3
149095,995,2.84
149096,995,3.48
149097,995,3.26
149098,995,2.62
149099,995,4.81
149100,995,6.02
149101,995,18.6
149102,995,1.22
149103,995,4.32
149104,995,4.28
149105,995,2.7
149106,995,5.59
149107,995,3.88
149108,995,16.26
149109,995,19.87
149110,995,3.6
149111,995,1.89
149112,995,13.4
149113,995,4.83
149114,995,1.47
149115,995,13.31
149116,995,1.95
149117,995,4.62
149118,995,5.91
149119,995,2.31
149120,995,5.32
149121,995,1.66
149122,995,5.33
149123,995,22.82
149124,995,1.18
149125,995,4.13
149126,996,7.04
149127,996,15.28
149128,996,0.89
149129,996,5.59
149130,996,4.9
149131,996,12.52
149132,996,12.26
149133,996,6.23
149134,996,4.92
149135,996,5.85
149136,996,2.96
149137,996,23.3
149138,996,4.84
149139,996,19.45
149140,996,15.35
149141,996,3.68
149142,996,3.83
149143,996,19.83
149144,996,18.14
149145,996,3.64
149146,996,3.6
149147,996,2.89
149148,996,10.53
149149,996,4.34
149150,996,4.13
149151,996,4.11
149152,996,3.76
149153,996,15.05
149154,996,4.58
149155,996,2.5
149156,996,4.81
149157,996,10.6
149158,996,2.61
149159,996,15.35
149160,996,5.32
149161,996,3.07
149162,996,11.74
149163,996,5.5
149164,996,20.29
149165,996,1.76
149166,996,10.51
149167,996,5.51
149168,996,9.67
149169,996,3.69
149170,996,2.85
149171,996,5.33
149172,996,2.7
149173,996,19.3
149174,996,3.42
149175,996,2.8
149176,996,4.29
149177,996,5.85
149178,996,3.63
149179,996,1.81
149180,996,4.18
149181,996,18.7
149182,996,2.73
149183,996,19.53
149184,996,19.07
149185,996,3.99
149186,996,13.31
149187,996,5.75
149188,996,11.35
149189,996,4.77
149190,996,13.75
149191,996,4.16
149192,996,4.46
149193,996,2.99
149194,996,1
149195,996,4.04
149196,996,4.47
149197,996,20.58
149198,996,5.06
149199,996,18.3
149200,996,5.1
149201,996,5.55
149202,996,0.75
149203,996,2.84
149204,996,0.88
149205,996,5.59
149206,996,2.62
149207,996,3.06
149208,996,3.94
149209,996,3.62
149210,996,5.91
149211,996,7.01
149212,996,5.69
149213,996,5.17
149214,996,3.97
149215,996,5.66
149216,996,5.57
149217,996,13.4
149218,996,6.26
149219,996,12.55
149220,996,7.11
149221,996,4.41
149222,996,3.88
149223,996,12.63
149224,996,9.56
149225,996,4.82
149226,996,11.2
149227,996,19.08
149228,996,4.62
149229,996,12.44
149230,996,2.11
149231,996,3.18
149232,996,3.36
149233,996,4.83
149234,996,4.56
149235,996,15.27
149236,996,3.64
149237,996,2.91
149238,996,6.58
149239,996,4.3
149240,996,8.4
149241,996,4.85
149242,996,15.02
149243,996,21.51
149244,996,11.19
149245,996,3.21
149246,996,22.43
149247,996,12.55
149248,996,22.82
149249,996,10.25
149250,996,3.23
149251,996,3.48
149252,996,4.08
149253,996,10.12
149254,996,3.28
149255,996,5.77
149256,996,5.88
149257,996,4.08
149258,996,4.35
149259,996,3.43
149260,996,4.01
149261,996,3.67
149262,996,5.73
149263,996,19.87
149264,996,4.39
149265,996,3.26
149266,996,4.32
149267,996,1.22
149268,996,5.27
149269,996,5.67
149270,996,2.31
149271,997,4.77
149272,997,12.55
149273,997,3.67
149274,997,4.81
149275,997,4.18
149276,997,16.12
149277,997,2.8
149278,997,5.75
149279,997,5.85
149280,997,5.5
149281,997,6.73
149282,997,7.34
149283,997,0.89
149284,997,22.43
149285,997,11.74
149286,997,5.55
149287,997,5.69
149288,997,14.63
149289,997,2.89
149290,997,2.31
149291,997,3.14
149292,997,5.59
149293,997,20.29
149294,997,4.82
149295,997,3.45
149296,997,2.61
149297,997,3.23
149298,997,5.56
149299,997,5.32
149300,997,6.15
149301,997,22.82
149302,997,4.38
149303,997,3.43
149304,997,3.08
149305,997,1.98
149306,997,6.63
149307,997,3.07
149308,997,18.88
149309,997,6.26
149310,997,15.05
149311,997,7.64
149312,997,10.29
149313,997,19.16
149314,997,5.51
149315,997,3.18
149316,997,14.35
149317,997,19.07
149318,997,5.57
149319,997,3.42
149320,997,3.18
149321,997,11.73
149322,997,0.41
149323,997,5.32
149324,997,13.08
149325,997,12.44
149326,997,12.78
149327,997,4.81
149328,997,8.4
149329,997,1.29
149330,997,4.77
149331,997,5.32
149332,997,5.65
149333,997,2.55
149334,997,4.13
149335,997,3.64
149336,997,3.36
149337,997,12.24
149338,997,9.67
149339,997,3.45
149340,997,7.01
149341,997,4.08
149342,997,4.28
149343,997,5.1
149344,997,3.64
149345,997,4.46
149346,997,11.35
149347,997,1.81
149348,997,4.9
149349,997,16.55
149350,997,2.96
149351,997,2.84
149352,997,10.12
149353,997,3.62
149354,997,3.22
149355,997,4.03
149356,997,4.85
149357,997,5.06
149358,997,3.48
149359,997,3.27
149360,997,5.47
149361,997,19.53
149362,997,10.25
149363,997,2.34
149364,997,6.57
149365,997,4.26
149366,997,4.01
149367,997,2.93
149368,997,2.14
149369,997,3.06
149370,997,4.74
149371,997,3.64
149372,997,10.53
149373,997,15.76
149374,997,2.44
149375,997,4.8
149376,997,18.69
149377,997,5.91
149378,997,3.83
149379,997,5.26
149380,997,4.13
149381,997,2.14
149382,997,2.14
149383,997,3.07
149384,997,5.67
149385,997,11.11
149386,997,3.8
149387,997,3.16
149388,997,3.63
149389,997,3.56
149390,997,4.29
149391,997,21.86
149392,997,5.87
149393,997,4.11
149394,997,14.9
149395,997,19.3
149396,997,18.14
149397,997,2.99
149398,997,7.04
149399,997,4.18
149400,997,7.11
149401,997,6.23
149402,997,6.8
149403,997,3.94
149404,997,18.7
149405,997,19.87
149406,997,1.18
149407,997,21.1
149408,997,13.4
149409,997,2.13
149410,997,15.27
149411,997,4.56
149412,997,3.69
149413,997,3.6
149414,997,2.91
149415,997,19.08
149416,997,2.7
149417,997,1.66
149418,997,2.75
149419,997,5.72
149420,997,4.44
149421,997,5.88
149422,998,4.13
149423,998,20.29
149424,998,5.55
149425,998,0.88
149426,998,4.77
149427,998,3.63
149428,998,13.4
149429,998,2.22
149430,998,5.61
149431,998,6.53
149432,998,21.1
149433,998,4.92
149434,998,2.7
149435,998,3.56
149436,998,2.2
149437,998,19.53
149438,998,18.88
149439,998,19.87
149440,998,4.92
149441,998,5.73
149442,998,3.41
149443,998,25.71
149444,998,1.89
149445,998,4.18
149446,998,2.93
149447,998,5.75
149448,998,1.81
149449,998,4.35
149450,998,4.04
149451,998,4.83
149452,998,4.35
149453,998,19.08
149454,998,4.08
149455,998,4.16
149456,998,5.32
149457,998,11.73
149458,998,3.6
149459,998,6.15
149460,998,5.04
149461,998,2.11
149462,998,10.29
149463,998,3.48
149464,998,9.56
149465,998,1.73
149466,998,5.69
149467,998,15.35
149468,998,13.08
149469,998,13.75
149470,998,6.63
149471,998,16.81
149472,998,0.75
149473,998,3.18
149474,998,5.5
149475,998,5.06
149476,998,3.7
149477,998,7.01
149478,998,3.67
149479,998,21.51
149480,998,19.54
149481,998,5.91
149482,998,2.61
149483,998,5.26
149484,998,12.75
149485,998,3.27
149486,998,7.11
149487,998,17.32
149488,998,19.78
149489,998,3.83
149490,998,3.76
149491,998,18.6
149492,998,3.6
149493,998,15.02
149494,998,19.31
149495,998,12.26
149496,998,9.4
149497,998,19.16
149498,998,1.76
149499,998,1.66
149500,998,2.99
149501,998,3.14
149502,998,15.35
149503,998,4.39
149504,998,4.08
149505,998,3.8
149506,998,4.91
149507,998,22.82
149508,998,5.72
149509,998,4.34
149510,998,5.14
149511,998,14.63
149512,998,5.27
149513,998,17.79
149514,998,6.73
149515,998,19.07
149516,998,4.11
149517,998,20.06
149518,998,3.99
149519,998,4.82
149520,998,12.24
149521,998,14.9
149522,998,1.18
149523,998,4.33
149524,998,3.94
149525,998,10.12
149526,998,10.25
149527,998,5.85
149528,998,3.45
149529,998,5.75
149530,998,4.77
149531,998,5.56
149532,998,4.46
149533,998,3.88
149534,998,5.32
149535,998,3.21
149536,998,17.55
149537,998,4.16
149538,998,2.62
149539,998,5.1
149540,998,6.12
149541,998,12.78
149542,998,1
149543,998,4.44
149544,998,1.95
149545,998,19.83
149546,998,15.05
149547,998,4.7
149548,998,16.26
149549,998,3.69
149550,998,4.26
149551,998,16.55
149552,998,5.43
149553,998,6.26
149554,998,3.43
149555,998,6.58
149556,998,2.7
149557,998,4.3
149558,998,4.85
149559,998,12.44
149560,998,5.17
149561,998,14.35
149562,998,4.9
149563,998,4.18
149564,998,4.41
149565,998,2.75
149566,998,3.76
149567,998,3.26
149568,998,6.57
149569,999,5.65
149570,999,6.34
149571,999,4.32
149572,999,5.26
149573,999,3.14
149574,999,4.77
149575,999,15.05
149576,999,4.41
149577,999,16.12
149578,999,5.69
149579,999,4.34
149580,999,2.85
149581,999,7.04
149582,999,1.18
149583,999,4.04
149584,999,6.26
149585,999,23.3
149586,999,5.43
149587,999,25.71
149588,999,5.47
149589,999,2.5
149590,999,5.32
149591,999,6.15
149592,999,19.54
149593,999,14.35
149594,999,2.89
149595,999,4.77
149596,999,21.51
149597,999,4.9
149598,999,4.81
149599,999,3.06
149600,999,21.1
149601,999,22.82
149602,999,3.16
149603,999,14.86
149604,999,17.55
149605,999,4.34
149606,999,3.76
149607,999,3.88
149608,999,4.56
149609,999,15.28
149610,999,3.7
149611,999,3.56
149612,999,11.2
149613,999,2.91
149614,999,0.41
149615,999,19.83
149616,999,4.16
149617,999,3.97
149618,999,19.08
149619,999,5.14
149620,999,1
149621,999,3.18
149622,999,5.32
149623,999,5.66
149624,999,3.6
149625,999,2.14
149626,999,3.36
149627,999,5.59
149628,999,12.18
149629,999,5.1
149630,999,1.66
149631,999,2.8
149632,999,1.73
149633,999,10.6
149634,999,4.31
149635,999,6.8
149636,999,6.75
149637,999,2.96
149638,999,4.08
149639,999,5.75
149640,999,6.57
149641,999,19.53
149642,999,7.11
149643,999,16.55
149644,999,5.56
149645,999,16.26
149646,999,5.75
149647,999,2.31
149648,999,5.56
149649,999,4.13
149650,999,10.12
149651,999,6.04
149652,999,5.73
149653,999,3.76
149654,999,3.64
149655,999,3.42
149656,999,4.91
149657,999,6.34
149658,999,2.62
149659,999,1.81
149660,999,9.4
149661,999,4.82
149662,999,3.41
149663,999,15.76
149664,999,6.43
149665,999,14.43
149666,999,3.18
149667,999,2.14
149668,999,3.45
149669,999,13.46
149670,999,3.28
149671,999,15.58
149672,999,4.08
149673,999,6.53
149674,999,12.78
149675,999,5.04
149676,999,4.3
149677,999,4.62
149678,999,5.91
149679,999,3.99
149680,999,6.93
149681,999,5.17
149682,999,4.35
149683,999,6.02
149684,999,4.81
149685,999,19.87
149686,999,6.63
149687,999,5.55
149688,999,11.73
149689,999,3.83
149690,999,18.14
149691,999,19.78
149692,999,3.22
149693,999,4.16
149694,999,0.89
149695,999,2.84
149696,999,3.63
149697,999,3.63
149698,999,10.51
149699,999,5.85
149700,999,18.69
149701,999,3.64
149702,999,12.24
149703,999,5.58
149704,999,7.34
149705,999,1.76
149706,999,3.69
149707,999,4.35
149708,999,3.43
149709,1000,6.57
149710,1000,3.52
149711,1000,10.53
149712,1000,3.43
149713,1000,4.46
149714,1000,5.65
149715,1000,4.28
149716,1000,2.2
149717,1000,11.35
149718,1000,16.81
149719,1000,4.44
149720,1000,4.47
149721,1000,22.43
149722,1000,19.54
149723,1000,5.77
149724,1000,2.99
149725,1000,3.06
149726,1000,17.79
149727,1000,11.19
149728,1000,7.04
149729,1000,3.42
149730,1000,5.1
149731,1000,4.84
149732,1000,15.28
149733,1000,5.72
149734,1000,5.61
149735,1000,6.6
149736,1000,19.16
149737,1000,14.63
149738,1000,23.3
149739,1000,4.85
149740,1000,12.75
149741,1000,1.29
149742,1000,2.8
149743,1000,2.13
149744,1000,3.26
149745,1000,5.59
149746,1000,3.64
149747,1000,3.18
149748,1000,4.34
149749,1000,12.26
149750,1000,1.18
149751,1000,2.96
149752,1000,3.56
149753,1000,4.18
149754,1000,6.8
149755,1000,6.58
149756,1000,5.33
149757,1000,2.14
149758,1000,6.26
149759,1000,6.12
149760,1000,5.5
149761,1000,13.08
149762,1000,4.08
149763,1000,13.4
149764,1000,4.83
149765,1000,18.14
149766,1000,4.7
149767,1000,5.43
149768,1000,2.75
149769,1000,3.28
149770,1000,15.05
149771,1000,12.59
149772,1000,17.55
149773,1000,1.73
149774,1000,1
149775,1000,19.87
149776,1000,9.67
149777,1000,4.35
149778,1000,5.66
149779,1000,15.02
149780,1000,4.92
149781,1000,1.73
149782,1000,2.14
149783,1000,2.44
149784,1000,19.78
149785,1000,12.58
149786,1000,18.86
149787,1000,5.59
149788,1000,13.46
149789,1000,3.45
149790,1000,12.24
149791,1000,3.68
149792,1000,4.03
149793,1000,3.97
149794,1000,6.04
149795,1000,3.88
149796,1000,18.88
149797,1000,3.6
149798,1000,1.22
149799,1000,3.45
149800,1000,4.18
149801,1000,6.23
149802,1000,4.33
149803,1000,21.9
149804,1000,2.26
149805,1000,3.8
149806,1000,12.78
149807,1000,2.14
149808,1000,18.69
149809,1000,1.76
149810,1000,4.34
149811,1000,1.81
149812,1000,4.91
149813,1000,5.75
149814,1000,5.55
149815,1000,15.76
149816,1000,3.76
149817,1000,4.05
149818,1000,4.3
149819,1000,4.13
149820,1000,19.53
149821,1000,16.56
149822,1000,3.99
149823,1000,21.51
149824,1000,2.93
149825,1000,2.55
149826,1000,12.55
149827,1000,4.16
149828,1000,2.73
149829,1000,5.91
149830,1000,6.02
149831,1000,5.55
149832,1000,20.29
149833,1000,2.14
149834,1000,2.89
149835,1000,5.14
149836,1000,16.55
149837,1000,0.41
149838,1000,0.75
149839,1000,3.07
149840,1000,20.06
149841,1000,11.73
149842,1000,19.83
149843,1000,6.43
149844,1000,4.74
149845,1000,15.35
149846,1000,4.81
149847,1000,5.1
149848,1000,7.34
149849,1000,3.07
149850,1000,10.51
149851,1000,3.63
149852,1000,0.89
149853,1000,5.17
149854,1000,3.46
149855,1000,3.69
149856,1000,15.58
